"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1933719862062579864","Sat Jun 14 02:55:16 +0000 2025","0","Nagan Raya - Babinsa Posramil Kuala Pesisir Kodim 0116/Nagan Raya melaksanakan patroli Karhutlah guna mengantisipasi kebakaran hutan dan lahan di Desa Suak Puntong Kec. Kuala Pesisir Kab. Nagan Raya Sabtu (14/06/2025) https://t.co/IoadmySgOP","1933719862062579864","https://pbs.twimg.com/media/GtXz8umaQAA09KQ.jpg","","in","","0","0","0","https://x.com/undefined/status/1933719862062579864","795477539648999424",
"1933719487968391219","Sat Jun 14 02:53:47 +0000 2025","0","apa annabelle udh sampe di solo ya? kok pd kebakaran?","1933719487968391219","","","in","","0","0","0","https://x.com/undefined/status/1933719487968391219","1365754797828186112",
"1933559036735336757","Sat Jun 14 02:53:11 +0000 2025","0","@idr1712 untung ga kebakaran ","1933719339087376860","","idr1712","in","","0","0","0","https://x.com/undefined/status/1933719339087376860","114877015",
"1933589929805951375","Sat Jun 14 02:51:15 +0000 2025","0","@brrybookflavo kamu aja kaget apalagi aku kak pengen rasanya aku siram pake air pemadam kebakaran","1933718849087812061","","brrybookflavo","in","","0","0","0","https://x.com/undefined/status/1933718849087812061","1337784057082494976",
"1933716738627285227","Sat Jun 14 02:42:51 +0000 2025","3","Guys ternyata memadamkan api dan pake apar gak semudah apa yang aku pikirkan. Aku bangga bisa belajar new skill hari ini ️ Mas-mas pemadam kebakaran yang sirinenya ninu ninu emang se-keren itu ternyata. https://t.co/RULZBw2jA2","1933716738627285227","https://pbs.twimg.com/media/GtXxD3AacAAujfV.jpg","","in","","0","2","1","https://x.com/undefined/status/1933716738627285227","323589797",
"1933715773576655006","Sat Jun 14 02:39:01 +0000 2025","0","Patroli dan sosialisasi karhutla Polsek Bandar Baru https://t.co/VWDhM0mDky","1933715773576655006","https://pbs.twimg.com/media/GtXwPSXbMAAIe3A.jpg","","in","","0","0","0","https://x.com/undefined/status/1933715773576655006","1587274809599266817",
"1933715274425118856","Sat Jun 14 02:37:02 +0000 2025","0","daily life rully si pemadam kebakaran","1933715274425118856","","","in","","0","0","0","https://x.com/undefined/status/1933715274425118856","758551946773102592",
"1933715240023437694","Sat Jun 14 02:36:54 +0000 2025","3","Satlantas Polres Malinau bergerak cepat menanggapi laporan kebakaran yang terjadi di kawasan Teluk Sanggan Kecamatan Malinau Kota pada Sabtu pagi (14/6). https://t.co/WxdM59s2L5","1933715240023437694","https://pbs.twimg.com/media/GtXvvFgbsAAhU_c.jpg","","in","","0","0","0","https://x.com/undefined/status/1933715240023437694","1218056371163131904",
"1933712400861311190","Sat Jun 14 02:31:22 +0000 2025","0","@aesculapiusw Idung gede kebakaran wkwkwkw","1933713849175454023","","aesculapiusw","in","","0","1","0","https://x.com/undefined/status/1933713849175454023","1568910800609509378",
"1933692977559601506","Sat Jun 14 01:08:26 +0000 2025","0","Demi....jiwa raga gua kebakaran","1933692977559601506","","","in","","0","0","0","https://x.com/undefined/status/1933692977559601506","1539927770335424513",
